check_url,count_subdomains,check_delta_in_url,hex_char_count,hex_ratio_hostname,is_http,is_ip_address,url_length,calculate_hostname_length,contains_at_symbol,digit_ratio_in_hostname,check_hostname_entropy,calculate_vowel_ratio,calculate_consonant_ratio,count_equal_signs,count_digits_in_hostname,hyphen_ratio_in_hostname,count_dots,is_priority_port,percentage_of_characters,check_has_hostname,count_slashes,label
0,1,0,57,0.26666666666666666,0,0,167,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,0,0,25,0.36363636363636365,0,0,71,11,0,0.0,3.0957952550009344,0.18181818181818182,0.6363636363636364,0,0,0.09090909090909091,1,1,0,1,2,1
0,0,0,27,0.18181818181818182,0,0,124,11,1,0.0,2.9139770731827523,0.2727272727272727,0.6363636363636364,3,0,0.0,4,1,0,1,1,1
0,0,0,2,0.14285714285714285,0,0,23,14,0,0.0,3.6644977792004623,0.35714285714285715,0.5714285714285714,0,0,0.0,1,1,0,1,1,1
0,0,0,33,0.4342105263157895,0,0,85,76,0,0.17105263157894737,4.8228780065515044,0.17105263157894737,0.6052631578947368,0,13,0.013157894736842105,3,1,0,1,1,1
0,0,0,20,0.36363636363636365,0,0,71,11,0,0.0,3.0957952550009344,0.18181818181818182,0.6363636363636364,0,0,0.09090909090909091,1,1,0,1,2,1
0,1,0,17,0.5666666666666667,0,0,39,30,0,0.23333333333333334,4.173557262275185,0.3,0.4,0,7,0.0,2,1,0,1,1,1
0,1,0,14,0.4827586206896552,0,0,38,29,0,0.20689655172413793,4.0993603054724,0.27586206896551724,0.41379310344827586,0,6,0.034482758620689655,2,1,0,1,1,1
0,0,0,4,0.4444444444444444,0,0,18,9,0,0.2222222222222222,3.169925001442312,0.1111111111111111,0.5555555555555556,0,2,0.0,1,1,0,1,1,1
0,1,0,9,0.3,0,0,39,30,0,0.0,3.9647351787255047,0.3333333333333333,0.6,0,0,0.0,2,1,0,1,1,1
0,1,0,14,0.4375,0,0,41,32,0,0.1875,4.0121987351738495,0.25,0.46875,0,6,0.03125,2,1,0,1,1,1
0,1,0,13,0.40625,0,0,41,32,0,0.0,3.8164280318460246,0.34375,0.53125,0,0,0.0625,2,1,0,1,1,1
0,1,0,12,0.48,0,0,34,25,0,0.24,4.053660689688185,0.28,0.36,0,6,0.04,2,1,0,1,1,1
0,1,0,6,0.3,0,0,29,20,0,0.0,3.421928094887362,0.3,0.6,0,0,0.0,2,1,0,1,1,1
0,1,0,7,0.22580645161290322,0,0,40,31,0,0.0,3.6553362295323457,0.3870967741935484,0.5161290322580645,0,0,0.03225806451612903,2,1,0,1,1,1
0,1,0,56,0.26666666666666666,0,0,188,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,4,0,0.0,3,1,0,1,5,1
0,1,0,56,0.26666666666666666,0,0,178,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,4,0,0.0,3,1,0,1,5,1
0,0,0,32,0.21739130434782608,0,0,96,23,0,0.0,3.7950885863977324,0.30434782608695654,0.5652173913043478,0,0,0.0,3,1,0,1,2,1
0,1,0,13,0.4482758620689655,0,0,38,29,0,0.20689655172413793,4.142295219190902,0.2413793103448276,0.4482758620689655,0,6,0.034482758620689655,2,1,0,1,1,1
0,1,0,13,0.4642857142857143,0,0,37,28,0,0.21428571428571427,4.021640636343319,0.25,0.42857142857142855,0,6,0.03571428571428571,2,1,0,1,1,1
0,1,0,6,0.06666666666666667,0,0,32,15,0,0.0,3.4565647621309536,0.2,0.6666666666666666,0,0,0.0,2,1,0,1,1,1
0,1,0,4,0.3333333333333333,0,0,20,12,0,0.08333333333333333,3.0220552088742,0.08333333333333333,0.6666666666666666,0,1,0.0,2,1,0,1,0,1
0,1,0,14,0.45161290322580644,0,0,40,31,0,0.0,3.8330709070912787,0.41935483870967744,0.5161290322580645,0,0,0.0,2,1,0,1,1,1
0,1,0,18,0.20833333333333334,0,0,82,48,0,0.0,3.821854365656767,0.375,0.5416666666666666,0,0,0.041666666666666664,3,1,0,1,2,1
0,0,0,38,0.4125,0,0,104,80,0,0.1625,4.757446651186468,0.1875,0.6125,0,13,0.0,4,1,0,1,1,1
0,0,0,30,0.19047619047619047,0,0,101,21,0,0.0,3.880179922675737,0.23809523809523808,0.6190476190476191,0,0,0.0,4,1,0,1,8,1
0,0,0,34,0.4473684210526316,0,0,84,76,0,0.18421052631578946,4.665323158511543,0.14473684210526316,0.618421052631579,0,14,0.013157894736842105,3,1,0,1,0,1
0,1,0,34,0.68,0,0,59,50,0,0.2,3.8141773206674427,0.18,0.58,0,10,0.0,2,1,0,1,1,1
0,1,0,3,0.21428571428571427,1,0,21,14,0,0.14285714285714285,3.6644977792004623,0.2857142857142857,0.42857142857142855,0,2,0.0,2,1,0,1,0,1
0,0,0,34,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,1,0,4,0.18181818181818182,1,0,29,22,0,0.0,3.6069367321753214,0.18181818181818182,0.7272727272727273,0,0,0.0,2,1,0,1,0,1
0,0,0,4,0.09090909090909091,0,0,28,11,0,0.0,3.459431618637298,0.2727272727272727,0.6363636363636364,0,0,0.0,1,1,0,1,1,1
0,1,0,5,0.2,0,0,33,25,0,0.0,3.7034651896016464,0.36,0.48,0,0,0.08,2,1,0,1,0,1
0,0,0,14,0.4117647058823529,0,0,42,34,0,0.08823529411764706,4.035273502696888,0.29411764705882354,0.5294117647058824,0,3,0.0,3,1,0,1,0,1
0,1,0,39,0.8372093023255814,0,0,63,43,0,0.5813953488372093,4.129184812590067,0.11627906976744186,0.23255813953488372,0,25,0.023255813953488372,3,1,0,1,1,1
0,1,0,49,0.26666666666666666,0,0,174,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,0,0,9,0.14285714285714285,0,0,35,7,0,0.0,2.807354922057604,0.42857142857142855,0.42857142857142855,0,0,0.0,1,1,0,1,1,1
0,1,0,10,0.38461538461538464,0,0,34,26,0,0.0,3.9021748142117283,0.38461538461538464,0.5384615384615384,0,0,0.0,2,1,0,1,0,1
0,0,0,30,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,1,0,57,0.26666666666666666,0,0,178,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,4,0,0.0,3,1,0,1,5,1
0,1,0,8,0.2962962962962963,0,0,36,27,0,0.0,3.8380398168981555,0.3333333333333333,0.5925925925925926,0,0,0.0,2,1,0,1,1,1
0,1,0,12,0.36363636363636365,0,0,42,33,0,0.18181818181818182,4.286225937278034,0.24242424242424243,0.42424242424242425,0,6,0.09090909090909091,2,1,0,1,1,1
0,0,0,14,0.42424242424242425,0,0,42,33,0,0.15151515151515152,4.187889194919351,0.2727272727272727,0.48484848484848486,0,5,0.0,3,1,0,1,1,1
0,1,0,6,0.1875,0,0,41,32,0,0.0,3.7373008763572906,0.375,0.5,0,0,0.0625,2,1,0,1,1,1
0,0,0,6,0.0,0,0,43,12,0,0.0,3.0220552088742,0.25,0.6666666666666666,0,0,0.0,1,1,0,1,3,1
0,1,0,15,0.3409090909090909,0,0,53,44,0,0.13636363636363635,4.396820539042671,0.29545454545454547,0.4772727272727273,0,6,0.045454545454545456,2,1,0,1,1,1
0,0,0,21,0.36363636363636365,0,0,71,11,0,0.0,3.0957952550009344,0.18181818181818182,0.6363636363636364,0,0,0.09090909090909091,1,1,0,1,2,1
0,1,0,40,0.8372093023255814,0,0,64,43,0,0.5813953488372093,4.0423164987875175,0.16279069767441862,0.18604651162790697,0,25,0.023255813953488372,3,1,0,1,1,1
0,1,0,58,0.26666666666666666,0,0,175,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,1,0,12,0.3870967741935484,0,0,40,31,0,0.0,3.679687439279554,0.3870967741935484,0.5161290322580645,0,0,0.03225806451612903,2,1,0,1,1,1
0,0,0,5,0.25,0,0,23,4,0,0.0,2.0,0.25,0.5,0,0,0.0,1,1,0,1,1,1
0,1,0,9,0.375,0,0,33,24,0,0.0,3.6887218755408675,0.3333333333333333,0.5416666666666666,0,0,0.041666666666666664,2,1,0,1,1,1
0,1,0,8,0.34782608695652173,0,0,32,23,0,0.0,3.8492239123906256,0.391304347826087,0.4782608695652174,0,0,0.043478260869565216,2,1,0,1,1,1
0,0,0,12,0.45,0,0,41,20,0,0.0,3.3841837197791884,0.3,0.65,0,0,0.0,2,1,0,1,1,1
0,0,0,33,0.3684210526315789,0,0,93,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,3,1
0,0,0,24,0.14285714285714285,0,0,67,7,0,0.0,2.5216406363433186,0.42857142857142855,0.42857142857142855,0,0,0.0,1,1,0,1,2,1
0,1,0,61,0.26666666666666666,0,0,167,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,1,0,6,0.21739130434782608,1,0,35,23,0,0.0,3.7950885863977324,0.30434782608695654,0.6086956521739131,1,0,0.0,2,1,0,1,1,1
0,0,0,18,0.32142857142857145,1,0,88,28,0,0.17857142857142858,4.110577243331642,0.32142857142857145,0.39285714285714285,0,5,0.0,6,1,0,1,1,1
0,0,0,36,0.39473684210526316,0,0,104,76,0,0.11842105263157894,4.7378201980421615,0.14473684210526316,0.6842105263157895,0,9,0.013157894736842105,4,1,0,1,1,1
0,1,0,6,0.1875,0,0,41,32,0,0.0,4.163909765557392,0.3125,0.5625,0,0,0.0625,2,1,0,1,1,1
0,1,0,8,0.1875,0,0,38,16,0,0.0,3.202819531114783,0.375,0.5,0,0,0.0,2,1,0,1,2,1
0,0,0,16,0.38095238095238093,0,0,51,21,0,0.0,3.5944656369614516,0.3333333333333333,0.5238095238095238,0,0,0.0,3,1,0,1,2,1
0,1,0,12,0.32,0,0,59,25,0,0.04,3.8438561897747237,0.4,0.48,1,1,0.0,3,1,0,1,2,1
0,0,0,28,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,0,0,30,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,0,0,9,0.32142857142857145,0,0,37,28,0,0.0,3.7439821538141276,0.32142857142857145,0.5714285714285714,0,0,0.0,3,1,0,1,1,1
0,0,0,10,0.3333333333333333,0,0,33,12,0,0.0,3.418295834054489,0.4166666666666667,0.5,0,0,0.0,1,1,0,1,2,1
0,0,0,47,0.3125,0,0,93,48,0,0.0625,4.042481250360578,0.2916666666666667,0.5416666666666666,0,3,0.041666666666666664,3,1,0,1,1,1
0,0,0,2,0.2,0,0,20,5,0,0.0,2.321928094887362,0.2,0.6,0,0,0.0,1,1,0,1,1,1
0,1,0,8,0.3333333333333333,0,0,33,24,0,0.0,3.855388542207534,0.20833333333333334,0.6666666666666666,0,0,0.041666666666666664,2,1,0,1,1,1
0,0,0,3,0.3,0,0,18,10,0,0.0,2.446439344671015,0.1,0.8,0,0,0.0,1,1,0,1,0,1
0,1,0,12,0.46153846153846156,0,0,35,26,0,0.23076923076923078,4.008132025833399,0.2692307692307692,0.38461538461538464,0,6,0.038461538461538464,2,1,0,1,1,1
0,1,0,12,0.48,0,0,34,25,0,0.24,4.103465189601646,0.24,0.4,0,6,0.04,2,1,0,1,1,1
0,0,0,19,0.38095238095238093,0,0,51,21,0,0.0,3.5944656369614516,0.3333333333333333,0.5238095238095238,0,0,0.0,3,1,0,1,2,1
0,0,0,19,0.4523809523809524,0,0,51,42,0,0.14285714285714285,4.317049340428042,0.23809523809523808,0.5,0,6,0.047619047619047616,3,1,0,1,1,1
0,1,0,9,0.5,0,0,27,18,0,0.05555555555555555,3.3082708345352603,0.3333333333333333,0.5,0,1,0.0,2,1,0,1,1,1
0,1,0,43,0.8372093023255814,0,0,70,43,0,0.5348837209302325,4.007205452175263,0.18604651162790697,0.20930232558139536,0,23,0.023255813953488372,3,1,0,1,2,1
0,1,0,37,0.8372093023255814,0,0,62,43,0,0.5581395348837209,3.949893976670376,0.13953488372093023,0.23255813953488372,0,24,0.023255813953488372,3,1,0,1,1,1
0,1,0,8,0.2857142857142857,0,0,37,28,0,0.0,3.869331261111518,0.35714285714285715,0.5357142857142857,0,0,0.03571428571428571,2,1,0,1,1,1
0,0,0,4,0.21428571428571427,0,0,29,14,0,0.0,3.378783493486176,0.2857142857142857,0.5714285714285714,0,0,0.0,2,1,0,1,2,1
0,0,0,20,0.4878048780487805,0,0,50,41,0,0.24390243902439024,4.220254675762213,0.21951219512195122,0.43902439024390244,0,10,0.024390243902439025,3,1,0,1,1,1
0,1,0,10,0.35714285714285715,0,0,37,28,0,0.0,3.851823225551766,0.2857142857142857,0.6428571428571429,0,0,0.0,2,1,0,1,1,1
0,1,0,9,0.5,0,0,27,18,0,0.16666666666666666,3.5724312513221195,0.2777777777777778,0.4444444444444444,0,3,0.0,2,1,0,1,1,1
0,0,0,29,0.3684210526315789,0,0,91,76,0,0.07894736842105263,4.75288923788067,0.17105263157894737,0.6973684210526315,0,6,0.013157894736842105,4,1,0,1,1,1
0,0,0,8,0.26666666666666666,0,0,39,30,0,0.0,3.777747162910945,0.36666666666666664,0.5333333333333333,0,0,0.0,3,1,0,1,1,1
0,1,0,12,0.48,0,0,34,25,0,0.24,4.053660689688185,0.28,0.36,0,6,0.04,2,1,0,1,1,1
0,0,0,22,0.36363636363636365,0,0,71,11,0,0.0,3.0957952550009344,0.18181818181818182,0.6363636363636364,0,0,0.09090909090909091,1,1,0,1,2,1
0,0,0,34,0.4473684210526316,0,0,84,76,0,0.18421052631578946,4.696435368729967,0.18421052631578946,0.5789473684210527,0,14,0.013157894736842105,3,1,0,1,0,1
0,0,0,77,0.3684210526315789,0,0,181,19,1,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,3,0,0.05263157894736842,4,1,0,1,3,1
0,1,0,61,0.26666666666666666,0,0,175,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,1,0,7,0.3181818181818182,0,0,35,22,0,0.0,3.51602764126623,0.2727272727272727,0.6363636363636364,0,0,0.0,2,1,0,1,2,1
0,1,0,58,0.26666666666666666,0,0,190,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,4,0,0.0,3,1,0,1,5,1
0,1,0,10,0.3225806451612903,0,0,40,31,0,0.0,3.563247423975141,0.3870967741935484,0.5483870967741935,0,0,0.0,2,1,0,1,1,1
0,1,0,38,0.8372093023255814,0,0,63,43,0,0.5813953488372093,3.9498939766703764,0.046511627906976744,0.3023255813953488,0,25,0.023255813953488372,3,1,0,1,1,1
0,1,0,16,0.1875,0,0,57,16,0,0.0,3.202819531114783,0.375,0.5,0,0,0.0,2,1,0,1,3,1
0,1,0,13,0.42105263157894735,0,0,47,19,0,0.0,3.616348566075163,0.2631578947368421,0.5789473684210527,0,0,0.05263157894736842,3,1,0,1,2,1
0,0,0,3,0.09090909090909091,0,0,28,11,0,0.0,3.459431618637298,0.2727272727272727,0.6363636363636364,0,0,0.0,1,1,0,1,1,1
0,0,0,7,0.3684210526315789,0,0,47,19,0,0.0,3.6818808028034016,0.3684210526315789,0.5789473684210527,0,0,0.0,2,1,0,1,2,1
0,1,0,0,0.0,0,0,23,14,0,0.0,2.8423709931771093,0.21428571428571427,0.6428571428571429,0,0,0.0,2,1,0,1,1,1
0,1,0,57,0.26666666666666666,0,0,175,15,0,0.0,2.973557262275185,0.3333333333333333,0.5333333333333333,3,0,0.0,2,1,0,1,5,1
0,1,0,6,0.3333333333333333,0,0,27,18,0,0.16666666666666666,3.5724312513221195,0.1111111111111111,0.5555555555555556,0,3,0.0,3,1,0,1,1,1
0,0,0,14,0.7777777777777778,1,1,31,13,0,0.7692307692307693,2.103909910282364,0.0,0.0,0,10,0.0,4,0,0,1,1,1
0,0,0,5,0.16666666666666666,0,0,36,12,0,0.0,3.2516291673878226,0.3333333333333333,0.5833333333333334,0,0,0.0,2,1,0,1,2,1
0,1,0,34,0.3225806451612903,0,0,105,31,0,0.0,3.413085422941154,0.3870967741935484,0.5161290322580645,0,0,0.0,3,1,0,1,2,1
0,0,0,32,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,1,0,14,0.4666666666666667,0,0,39,30,0,0.16666666666666666,4.215061012203069,0.26666666666666666,0.4666666666666667,0,5,0.03333333333333333,2,1,0,1,1,1
0,0,0,35,0.3684210526315789,0,0,92,19,0,0.0,3.826874881864636,0.3157894736842105,0.5789473684210527,0,0,0.05263157894736842,1,1,0,1,2,1
0,0,0,10,0.0,1,0,49,5,1,0.0,2.321928094887362,0.2,0.6,0,0,0.0,3,1,0,1,1,1
0,1,0,59,0.8372093023255814,0,0,133,43,1,0.5581395348837209,4.158140917190916,0.09302325581395349,0.27906976744186046,0,24,0.023255813953488372,4,1,0,1,1,1
0,1,0,2,0.15384615384615385,1,0,23,13,0,0.0,2.9312089489103235,0.07692307692307693,0.7692307692307693,0,0,0.0,2,1,0,1,1,1
0,1,0,4,0.2,1,0,28,20,0,0.0,3.6841837197791887,0.3,0.55,0,0,0.05,2,1,0,1,1,1
0,0,0,5,0.14285714285714285,0,0,38,21,0,0.0,3.6537567082870006,0.19047619047619047,0.6666666666666666,0,0,0.0,3,1,0,1,2,1
0,1,0,9,0.42857142857142855,0,0,30,21,0,0.0,3.4992275417233563,0.2857142857142857,0.6190476190476191,0,0,0.0,2,1,0,1,1,1
